step,score_mean,score_max,reference_policy_updated,kl,entropy,loss_total
44,0.5439532524867667,0.7883199151590172,0.0,0.4038843810558319,7.352267265319824,0.006234775297343731
45,0.583914091758558,0.744742237708074,0.0,0.3423019051551819,7.444109916687012,-0.007155324798077345
46,0.5824817450146773,0.8286319407183085,1.0,0.4504527449607849,7.307634353637695,-0.0005581141449511051
47,0.4917952980109228,0.7893506593683429,0.0,0.4489670395851135,7.43882942199707,0.0011898204684257507
48,0.5769480284705282,0.7926747199703846,0.0,0.4091123342514038,7.435645580291748,-0.003553214017301798
49,0.4998469169261248,0.80481453914585,1.0,0.399334192276001,7.3745317459106445,-0.0014175004325807095
50,0.4607586106971341,0.768943060897861,0.0,0.388407438993454,7.403791427612305,0.0010999096557497978
51,0.5461139476596343,0.7694870847901146,0.0,0.4216642677783966,7.458665370941162,-0.004198296926915646
52,0.5050384933150158,0.8230338795776914,1.0,0.4407452940940857,7.428006172180176,0.0031962371431291103
53,0.5065350143575219,0.8356280286590988,0.0,0.41962313652038574,7.443607330322266,-0.0037145542446523905
54,0.5822804997900809,0.7530482589240863,0.0,0.3953622877597809,7.457491874694824,-0.003295760601758957
55,0.5566913247204064,0.7662418821036082,1.0,0.41170114278793335,7.486378192901611,-0.00416798610240221
56,0.608716171684104,0.7680512944457956,0.0,0.43553581833839417,7.339927673339844,0.0002517085522413254
57,0.49714922061530553,0.7943111512970187,0.0,0.39048731327056885,7.424211502075195,0.0022959676571190357
58,0.49522450114165545,0.7589990356802311,1.0,0.4237465560436249,7.387241840362549,0.0028533509466797113
59,0.5676974690619967,0.834754559526427,0.0,0.4613039493560791,7.3487091064453125,-0.0011282125487923622
60,0.5618539820585733,0.7774815582454631,0.0,0.36812978982925415,7.411728858947754,-0.0029873913154006004
61,0.5682316742975567,0.7991860903295471,1.0,0.3263106942176819,7.49418830871582,-0.006453595124185085
62,0.5864935387460573,0.8091674111667471,0.0,0.3274293541908264,7.3959197998046875,-0.004572679288685322
63,0.5752293447909047,0.8121501449292976,0.0,0.42693713307380676,7.407275199890137,-0.001760224113240838
64,0.5890628371232164,0.7649300091426093,1.0,0.3382808566093445,7.426068305969238,-0.002596608828753233
65,0.5551699030455003,0.7687361637131102,0.0,0.41963493824005127,7.408261299133301,-0.005782820284366608
66,0.4978629794240508,0.7802579050981308,0.0,0.32606467604637146,7.440893173217773,-0.004110303241759539
67,0.5170790794028381,0.7842251816220657,1.0,0.5339331030845642,7.446765899658203,0.0026700433809310198
68,0.5190135077455099,0.8203876378922725,0.0,0.47773537039756775,7.3835649490356445,-0.004174318164587021
69,0.5932177097794187,0.8152707376527399,0.0,0.4800344407558441,7.2970380783081055,-0.0036089664790779352
70,0.5104548249265488,0.8158444340411212,1.0,0.4233092665672302,7.42230224609375,-0.003708860371261835
71,0.6013075166083642,0.7749512515231848,0.0,0.37201279401779175,7.429222106933594,-0.00210939790122211
72,0.562604443493461,0.7730803757095085,0.0,0.39641058444976807,7.442598342895508,-0.004481125622987747
73,0.5515999211103741,0.8073258252086905,1.0,0.424420028924942,7.459203720092773,-0.0025470308028161526
74,0.5043688148525043,0.7288672689179208,0.0,0.4066259264945984,7.4262309074401855,-0.0011089842300862074
75,0.4670387998037547,0.7603819304474395,0.0,0.38842764496803284,7.467663288116455,-0.0014972940552979708
76,0.5710604338339951,0.8185996506526401,1.0,0.44196566939353943,7.383454322814941,0.0013278427068144083
77,0.5290682145997672,0.7523669602246716,0.0,0.489091694355011,7.4542236328125,-0.003062100848183036
78,0.4826169808604911,0.7648126025444454,0.0,0.42171043157577515,7.453744411468506,-4.082918167114258e-05
79,0.552745296877831,0.8013196739218958,1.0,0.4810486435890198,7.410326957702637,-0.0018868246115744114
80,0.5660745558062932,0.7714443563666435,0.0,0.4070802927017212,7.417250156402588,-0.0022679390385746956
81,0.4949813959329465,0.7553548199442695,0.0,0.4837338924407959,7.399835109710693,0.004379155579954386
82,0.5006780818810996,0.846043275906553,1.0,0.47946542501449585,7.459950923919678,-0.005995301529765129
83,0.5137892147576515,0.7400894255921494,0.0,0.44380152225494385,7.445633411407471,-0.002064370084553957
84,0.6082211475960542,0.7670035435887314,0.0,0.530907928943634,7.438357353210449,-0.007589025888592005
85,0.42178280163818654,0.8166775291435358,1.0,0.5836448669433594,7.298593521118164,0.01639512926340103
86,0.5727633800957255,0.7566168776072917,0.0,0.39878934621810913,7.388302326202393,-0.006124858744442463
87,0.5425832207491774,0.7825675584564856,0.0,0.48620089888572693,7.388176441192627,-0.003993621561676264
88,0.5466030051959261,0.8440764458658403,1.0,0.5034149885177612,7.339620590209961,-0.0033840853720903397
89,0.48200513384074467,0.7565784881906822,0.0,0.48484349250793457,7.3381733894348145,0.0001264922320842743
90,0.5766453187933747,0.7826142088707555,0.0,0.4422348737716675,7.465685844421387,-0.0009816219098865986
91,0.586316141753574,0.8196347555080141,1.0,0.47939664125442505,7.424076557159424,-0.007315971422940493
92,0.5554326655557668,0.8125572892889743,0.0,0.4135506749153137,7.304971694946289,-0.002625163411721587
93,0.5609003107997419,0.8162197645563358,0.0,0.4333115220069885,7.354890823364258,-0.0018026076722890139
94,0.4929302732026828,0.7750775272720287,1.0,0.47490552067756653,7.433255672454834,-0.0014076402876526117
95,0.5239396300818128,0.71969766641443,0.0,0.4151076376438141,7.375918865203857,-0.004941998515278101
96,0.5797159641804918,0.8214780188594837,0.0,0.590713381767273,7.425959587097168,-0.004649858456104994
97,0.5887793650499636,0.7758577282477381,1.0,0.6276450753211975,7.428219795227051,-0.00648745009675622
98,0.5461523611960902,0.8050617560424754,0.0,0.45575299859046936,7.405184745788574,-0.0023079898674041033
99,0.5315942435233431,0.7781839273001079,0.0,0.5108848810195923,7.4150896072387695,0.0002389051951467991
100,0.5468594633704067,0.7808328364955255,1.0,0.5397746562957764,7.42478084564209,-0.0013080621138215065
101,0.5351146571519135,0.795402277852211,0.0,0.5275095701217651,7.428471565246582,-0.0031099915504455566
102,0.5527782875892852,0.7367857067008263,0.0,0.4825202226638794,7.43459415435791,-0.0079529769718647
103,0.5783071670199067,0.7946139480330147,1.0,0.6250900626182556,7.378090858459473,-0.003674732754006982
104,0.6142317980565227,0.814399143708404,0.0,0.43811988830566406,7.441553115844727,-0.0030034775845706463
105,0.5470768294317726,0.7749489909178773,0.0,0.608012855052948,7.390456199645996,0.0017999992705881596
106,0.5392640571315519,0.7924443639348951,1.0,0.5205128192901611,7.4527130126953125,-0.006913334596902132
107,0.595879987505673,0.7956040366781494,0.0,0.4787517189979553,7.419018745422363,-0.002751587890088558
108,0.5718643723002736,0.7724870129468426,0.0,0.6029434204101562,7.4100022315979,-0.003276846371591091
109,0.5640946500893769,0.8273943987112868,1.0,0.6716773509979248,7.354326248168945,-0.0032424847595393658
110,0.499161269004003,0.742334395778166,0.0,0.6226592659950256,7.412862300872803,-0.0024213367141783237
111,0.5795754105965721,0.8021967875934084,0.0,0.48133811354637146,7.407026290893555,-0.0061129117384552956
112,0.5534254647979961,0.8391516233608359,1.0,0.6753504276275635,7.4048614501953125,-0.0021790822502225637
113,0.5867441921999148,0.8200940786693852,0.0,0.5044265985488892,7.25420618057251,-0.0028467345982789993
114,0.5365936589478894,0.7348695838436948,0.0,0.603763222694397,7.353060722351074,-0.006579837761819363
115,0.5383077168693582,0.7853782312708194,1.0,0.5147082805633545,7.332983016967773,-0.003538026474416256
116,0.5955573191118823,0.8391439663070116,0.0,0.5602929592132568,7.24932861328125,-0.004103694576770067
117,0.532924716111986,0.7740911680295386,0.0,0.7187697887420654,7.403654098510742,-0.00501659931614995
118,0.5973172473834959,0.8030786255520033,1.0,0.6041318774223328,7.358454704284668,-0.007628488354384899
119,0.6291669138240078,0.7866653333767079,0.0,0.548807680606842,7.392181396484375,-0.008537297137081623
120,0.6333265086149777,0.8524608298136593,0.0,0.6505908966064453,7.09644889831543,-0.005943066440522671
121,0.6007886553463647,0.7944292464919922,1.0,0.7383193969726562,7.354846477508545,-0.002858903259038925
122,0.5766554500721088,0.8199516162538263,0.0,0.5085110664367676,7.4221906661987305,-0.006189531181007624
123,0.6042079581456907,0.7848016102159319,0.0,0.5274880528450012,7.406954288482666,-0.008763479068875313
124,0.5415395894071682,0.7612448542518222,1.0,0.5699227452278137,7.295758247375488,-0.005217773839831352
125,0.6024061772875833,0.7973795592198174,0.0,0.6450052261352539,7.3368940353393555,-0.008279372937977314
126,0.5699873716142562,0.8161244485802515,0.0,0.5573612451553345,7.3780059814453125,-0.0034004703629761934
127,0.6268815330881601,0.7978912220749753,1.0,0.5174338817596436,7.4080810546875,-0.006529707927256823
128,0.5859234836247493,0.7574094698727484,0.0,0.5104817152023315,7.393919467926025,-0.005547057371586561
129,0.5827482205944051,0.8357258215121705,0.0,0.515764594078064,7.361106872558594,-0.0037751109339296818
130,0.5925906031083428,0.8130239180314406,1.0,0.4906195104122162,7.286224365234375,0.0017935591749846935
131,0.6330137267527702,0.828385980853542,0.0,0.43469658493995667,7.386606216430664,-0.005143206566572189
132,0.5392844582453545,0.7922171074192472,0.0,0.623844563961029,7.406888961791992,-0.004866383038461208
133,0.6316457229785327,0.8149474293483805,1.0,0.5880062580108643,7.409590721130371,-0.008998189121484756
134,0.6082829961914874,0.7948622382941132,0.0,0.8183088898658752,7.3638153076171875,-0.006541274953633547
135,0.5248994688733012,0.7429001439137696,0.0,0.5208775401115417,7.399975776672363,-0.007126252166926861
136,0.5611569002098076,0.7490601941391933,1.0,0.39170145988464355,7.331851959228516,-0.0086283003911376
137,0.5686454171952495,0.7997226710977571,0.0,0.6163915991783142,7.380702495574951,-0.006435748189687729
138,0.5499688378770444,0.7861671708162802,0.0,0.5397799015045166,7.342757701873779,-0.004627642221748829
139,0.5786479771949234,0.8161783344956254,1.0,0.5723049640655518,7.337718963623047,-0.006124638020992279
140,0.6009789349062465,0.8541050780767869,0.0,0.6222766041755676,7.286183834075928,-0.002805229974910617
141,0.5656355190824524,0.7905854257588244,0.0,0.5291740894317627,7.365569591522217,-0.0018376077059656382
142,0.5337388652333013,0.8179285451927751,1.0,0.752744197845459,7.308281421661377,0.009702146984636784
143,0.6251279858649421,0.8512314190139016,0.0,0.6645723581314087,7.350217342376709,-0.008862492628395557
144,0.4708754267188435,0.7699841384043621,0.0,0.5097661018371582,7.3938703536987305,-0.001978378277271986
145,0.5378907222034838,0.8327112331749711,1.0,0.5648367404937744,7.408622741699219,0.002125507453456521
146,0.5704809785019144,0.8346249645083949,0.0,0.6731890439987183,7.357226371765137,-0.002655833028256893
147,0.600297814803837,0.7881216409668624,0.0,0.49862682819366455,7.144723892211914,-0.007598848547786474
148,0.5717973325931728,0.7946828279300068,1.0,0.6391053795814514,7.27601432800293,-0.0007200688123703003
149,0.5650726357491274,0.8163992416900682,0.0,0.7041206359863281,7.363266944885254,-0.005118031986057758
150,0.5965254281689502,0.8369578169040159,0.0,0.6546001434326172,7.290900230407715,-0.0036924537271261215
151,0.5612169969216699,0.8331383107960275,1.0,0.6418092846870422,7.292932510375977,-0.0014527570456266403
152,0.5947638551559286,0.8377517311471967,0.0,0.515762984752655,7.351858139038086,-0.004993893671780825
153,0.6212618027281919,0.8131451273244279,0.0,0.5351443886756897,7.330373764038086,-0.006069965194910765
154,0.6574330350528335,0.8496666194447644,1.0,0.6636066436767578,7.344780921936035,-0.00843567680567503
155,0.5198311736540826,0.7506244084950062,0.0,0.5387431383132935,7.203211784362793,-0.0011061583645641804
156,0.6127000384021255,0.8128438696921846,0.0,0.6347338557243347,7.344391822814941,-0.006492793094366789
157,0.5867428446576451,0.789029724995885,1.0,0.7174305319786072,7.338984966278076,-0.007219129242002964
158,0.6143062671996008,0.836255475778976,0.0,0.5804370045661926,7.312237739562988,-0.001974474173039198
159,0.5837533878037415,0.7906826351876985,0.0,0.6031875610351562,7.400429725646973,-0.010473184287548065
160,0.5539862181163576,0.7959336320733159,1.0,0.7829724550247192,7.215219974517822,-0.0015383148565888405
161,0.5662469790983381,0.8079598161265542,0.0,0.6418969035148621,7.333320617675781,-0.004899194464087486
162,0.5973352093245321,0.8130679821783906,0.0,0.572689414024353,7.330830097198486,-0.0013135166373103857
163,0.6501307521764225,0.8096142007775232,1.0,0.5413680076599121,7.375308990478516,-0.009972386062145233
164,0.6003684349833179,0.8217627080126619,0.0,0.8195018768310547,7.254492282867432,-0.005272592417895794
165,0.5874148859741373,0.7882116435753675,0.0,0.6160099506378174,7.325267314910889,-0.005901660770177841
166,0.5695285007289871,0.7892972036261711,1.0,0.5810632705688477,7.249944686889648,-0.006666273809969425
167,0.5494323754779159,0.8154358540976409,0.0,0.467498779296875,7.369845390319824,-0.004069478251039982
168,0.6130622901677999,0.8303244157791414,0.0,0.5560790300369263,7.307852745056152,-0.0039466749876737595
169,0.5392623242025151,0.7754029690145443,1.0,0.7364360094070435,7.334622859954834,-0.0035467527341097593
170,0.534586633674598,0.8366439783270263,0.0,0.6513938903808594,7.345388412475586,-0.0037738182581961155
171,0.6480431961328962,0.8521089056963317,0.0,0.6495877504348755,7.292651176452637,-0.005750146694481373
172,0.5370887449980135,0.8183817766249977,1.0,0.7491312026977539,7.3459320068359375,0.002575340447947383
173,0.599899542737425,0.7947123106541543,0.0,0.5902775526046753,7.336157321929932,-0.011969885788857937
174,0.592731443221346,0.7774855419173623,0.0,0.5763518214225769,7.346037864685059,-0.004192068241536617
175,0.6054004300399416,0.8195304219679258,1.0,0.7557731866836548,7.124804496765137,-0.004344758577644825
176,0.6000208771546514,0.8526544174718234,0.0,0.6870993375778198,7.2595343589782715,-0.0016480782069265842
177,0.5978828381762915,0.7972203771624871,0.0,0.5545939803123474,7.331824779510498,-0.004156694747507572
178,0.6136904539992589,0.819049501816973,1.0,0.6330112814903259,7.256272792816162,-0.0063687888905406
179,0.628147286211543,0.8402218105759746,0.0,0.6131871342658997,7.26830530166626,-0.007828528061509132
180,0.5932002064855479,0.7945136085505589,0.0,0.5563074946403503,7.282600402832031,-0.00877370871603489
181,0.5893329679129852,0.8283551728349458,1.0,0.6707539558410645,7.2996087074279785,-0.006232579704374075
182,0.5864739207959208,0.7856510334947026,0.0,0.7309246063232422,7.327185153961182,-0.006499863229691982
183,0.6104097756996811,0.7510385376618375,0.0,0.5946115255355835,7.32686710357666,-0.008664513006806374
184,0.604770269165795,0.8124835353400349,1.0,0.5598590970039368,7.157836437225342,-0.006742660887539387
185,0.6223897266331937,0.8484791254041537,0.0,0.6603814363479614,7.328839302062988,-0.007423995994031429
186,0.5608587171334124,0.7727568126508566,0.0,0.7023776173591614,7.27667236328125,-0.006905133370310068
187,0.6227723754248092,0.7881105382837205,1.0,0.7445673942565918,7.312649726867676,-0.0020858519710600376
188,0.5253023438997667,0.8107245024896147,0.0,0.8286749124526978,7.327351093292236,-0.0025356574915349483
189,0.573778117574517,0.7726217936953425,0.0,0.6410431861877441,7.314389228820801,-0.0048383125104010105
190,0.5711604060650288,0.8463168681919113,1.0,0.709640383720398,7.305117607116699,0.00048542232252657413
191,0.626885380744972,0.7849963270999514,0.0,0.5924800634384155,7.325588226318359,-0.008185564540326595
192,0.5219435119142459,0.7888218528387149,0.0,0.6382513046264648,7.271293640136719,-0.0020413585007190704
193,0.6103412163924251,0.7997625776399007,1.0,0.6525164842605591,7.324787139892578,-0.00354909454472363
194,0.5575371884940185,0.7868309181310997,0.0,0.7478394508361816,7.2991251945495605,-0.0004686117172241211
195,0.5825760486890763,0.8240188049464614,0.0,0.6212639212608337,7.2692461013793945,-0.00413994025439024
196,0.6192328093577241,0.8444892202834853,1.0,0.6653429865837097,7.317420959472656,-0.007021378260105848
197,0.6175424615073654,0.7971209612578971,0.0,0.5402970314025879,7.2872748374938965,-0.005623913370072842
198,0.5770885107175249,0.8083856396188892,0.0,0.6381993293762207,7.305939674377441,-0.006318696774542332
199,0.6030592198034092,0.8472784911498872,1.0,0.642088770866394,7.2739715576171875,-0.007471409160643816
200,0.6489324357900159,0.8298857724582491,0.0,0.7452763319015503,7.1933512687683105,-0.007426219526678324
201,0.5685632630400653,0.8047529434258242,0.0,0.6161915063858032,7.291442394256592,-0.0028963922522962093
202,0.5523527093819706,0.8057421509180277,1.0,0.7530847787857056,7.257896900177002,-0.00509519362822175
203,0.6035911521674073,0.7433760416155228,0.0,0.6331912279129028,7.185728073120117,-0.012052620761096478
204,0.6453865045707979,0.8049531774493415,0.0,0.7641908526420593,7.260804653167725,-0.012621371075510979
205,0.6287653460201497,0.8021232415928885,1.0,0.8789975643157959,7.183975696563721,-0.007139862515032291
206,0.5889130497512305,0.8421285952169879,0.0,0.6856491565704346,7.263087272644043,-0.001917378045618534
207,0.5684546906367758,0.785727654302658,0.0,0.7218234539031982,7.191533088684082,-0.007355662994086742
208,0.5559939744080196,0.7593157990172192,1.0,0.6980448365211487,7.213023662567139,-0.004549224395304918
209,0.5520867826087504,0.7952885947334621,0.0,0.7951622009277344,7.252771377563477,0.0010823458433151245
210,0.5668941617578116,0.8067829200091992,0.0,0.6204645037651062,7.301066875457764,-0.007083791308104992
211,0.5760482276302002,0.8254410197933902,1.0,0.7131455540657043,7.248727321624756,-0.0026885680854320526
212,0.6347207970874811,0.8070128758498182,0.0,0.5991929769515991,7.265010356903076,-0.003273346461355686
213,0.5876746420550573,0.8393503154845605,0.0,0.5906933546066284,7.294422149658203,-0.008107169531285763
214,0.6716803637872643,0.8309453927895526,1.0,0.743380069732666,7.276886940002441,-0.013470740057528019
215,0.6004938860766041,0.8184518030537086,0.0,0.7469019889831543,7.276508331298828,-0.0005515678785741329
216,0.5475587444793482,0.8014310624400438,0.0,0.8632841110229492,7.258062362670898,-0.005073985550552607
217,0.6448236525966279,0.8130534263642709,1.0,0.8311022520065308,7.2698893547058105,-0.0063170334324240685
218,0.6595929073937222,0.7929131253853041,0.0,0.8243184685707092,7.274803161621094,-0.0064748795703053474
219,0.6259080460921365,0.8217803748135692,0.0,0.8283774852752686,7.2626495361328125,-0.003938512410968542
220,0.7049138789829281,0.8373442294841889,1.0,0.7560775876045227,7.273698806762695,-0.009948000311851501
221,0.6288152017610353,0.8382306719165455,0.0,0.6328186988830566,7.269508361816406,-0.0062737190164625645
222,0.6487459206609155,0.7947886028369707,0.0,0.6852695941925049,6.836132049560547,-0.0008057057857513428
223,0.6261726238553388,0.8225571803556078,1.0,0.7404098510742188,7.2809553146362305,-0.00408823462203145
224,0.5809700042898639,0.7680625955637409,0.0,0.7575033903121948,7.228928565979004,-0.006493533495813608
225,0.6627986927330979,0.855175413452283,0.0,0.7100112438201904,7.2049713134765625,-0.004435675218701363
226,0.5929430169969392,0.8114700065170907,1.0,0.6168975830078125,7.234360694885254,-0.006462132558226585
227,0.5622633490553492,0.8255318139392751,0.0,0.8924896717071533,7.040450096130371,0.00768085615709424
228,0.6025670903452437,0.7926674521502496,0.0,0.870972216129303,7.264687538146973,-0.013015062548220158
229,0.5541803789053634,0.7749400813165358,1.0,0.669916570186615,7.237825870513916,-0.006653733551502228
230,0.6543688416341416,0.7794489540751497,0.0,0.7745977640151978,7.11226749420166,-0.009731304831802845
231,0.6176125238044131,0.8170271966056196,0.0,0.8120185136795044,7.261528015136719,-0.008362645283341408
232,0.6611330038271308,0.8078542654617606,1.0,0.8182260394096375,7.219995498657227,-0.010782763361930847
233,0.6432149266152883,0.7933195773450883,0.0,0.7882615923881531,7.178804397583008,-0.009728534147143364
234,0.5831877389128467,0.7955850900953975,0.0,0.8182364702224731,7.244904518127441,-0.008202096447348595
235,0.5715064751821253,0.8261822951820731,1.0,0.6678488850593567,7.233671188354492,-0.0008213594555854797
236,0.6782197306265021,0.8263715957952059,0.0,0.7972371578216553,7.2089152336120605,-0.007213842123746872
237,0.5566690525523357,0.8387591085997758,0.0,0.8148110508918762,7.208967208862305,0.001061994582414627
238,0.5464800451706521,0.8143735799205757,1.0,0.8786035776138306,7.163230895996094,-0.0002706935629248619
239,0.5940976515100088,0.8007727798194263,0.0,0.7006015181541443,7.225385665893555,-0.0034073106944561005
240,0.591274461047372,0.7745264538634448,0.0,0.6611379981040955,7.262707233428955,-0.001172750722616911
241,0.6609238054040414,0.8522420698412557,1.0,0.6387501955032349,7.149365425109863,-0.009093018248677254
242,0.6233068725134909,0.8373156278074241,0.0,0.8893371820449829,7.211727142333984,-0.005442015361040831
243,0.625361783777189,0.8227466909358819,0.0,0.7985942363739014,7.22110652923584,-0.006670331582427025
244,0.5585709198107154,0.8263558853171069,1.0,0.8353079557418823,7.0929059982299805,-0.004357975907623768
245,0.6591362362186441,0.8108000738132164,0.0,1.0447337627410889,7.225499153137207,-0.011017762124538422
246,0.6726119235336404,0.8200617679001017,0.0,0.8114229440689087,7.184244155883789,-0.010818058624863625
247,0.5611963194964386,0.7911257778151042,1.0,0.705221951007843,7.132391929626465,-0.002585353795439005
248,0.6638981072639321,0.8281979642073306,0.0,0.8038702011108398,7.238608360290527,-0.007684759795665741
249,0.604339913310032,0.7995153983011528,0.0,0.5989255905151367,7.185211181640625,-0.0050873225554823875
250,0.6453895876039772,0.8358875691141745,1.0,0.8951680660247803,7.22186279296875,-0.008626861497759819
251,0.5810709689826625,0.7834301970343337,0.0,0.7466425895690918,7.101343154907227,-0.0043088169768452644
252,0.6206403585732455,0.7739111131539177,0.0,0.5475616455078125,7.227483749389648,-0.011786587536334991
253,0.5479193283416208,0.8244766371510799,1.0,0.7118006944656372,7.060370922088623,-0.00019054347649216652
254,0.6616020280734631,0.8063801507462052,0.0,0.8078458309173584,7.100672245025635,-0.005718066822737455
255,0.6252141845908512,0.8225249936155198,0.0,0.5334557294845581,7.2175211906433105,-0.008470633998513222
256,0.5416987402307913,0.7893591789094365,1.0,0.8229475617408752,7.183719158172607,-0.0022950624115765095
257,0.6272848478208123,0.7836346037220304,0.0,0.946963906288147,7.132570743560791,-0.007138764951378107
258,0.5751127842870968,0.7932030617647859,0.0,0.7110719680786133,7.206023216247559,-0.0076754046604037285
259,0.6234380041456105,0.8124460109875515,1.0,1.0506181716918945,7.171363830566406,-0.006171597633510828
260,0.6433771862625733,0.8408776297469284,0.0,0.9130775928497314,7.1934099197387695,-0.005293759983032942
261,0.6247081882231279,0.8331475536032348,0.0,0.9067584276199341,7.164381504058838,-0.004241833463311195
262,0.6317621324729196,0.842450822985487,1.0,0.8302696943283081,7.175745964050293,-0.007473902776837349
263,0.6152183570464836,0.7939031486215627,0.0,1.0352047681808472,7.168684959411621,-0.007685527671128511
264,0.5643195116164558,0.8342594973221419,0.0,0.768174409866333,7.138121128082275,-0.009464075788855553
265,0.6056835763128275,0.833746464642442,1.0,0.9722881317138672,7.142747402191162,-0.009126170538365841
266,0.6018891441266747,0.8143100851409548,0.0,0.8511781692504883,7.053851127624512,-0.0036400174722075462
267,0.6536517765860539,0.860477040576769,0.0,1.0221171379089355,7.166650772094727,-0.004597106948494911
268,0.6738972825438766,0.8460433752214538,1.0,0.8862299919128418,7.1712141036987305,-0.00958773773163557
269,0.6489028632827362,0.8716266438143693,0.0,0.8142166137695312,7.203946590423584,-0.010454118251800537
270,0.5873597780469784,0.7594877374051624,0.0,0.6985262632369995,7.176054000854492,-0.003716719336807728
271,0.6255386059611786,0.7867937004297456,1.0,0.8861243724822998,7.1436567306518555,-0.0063656168058514595
272,0.6138582215993827,0.7862576247254905,0.0,0.9667872190475464,7.195384979248047,-0.011553537100553513
